book,chapter,verse,text,cluster
John,13,16,"Verily, verily, I say unto you, The servant is not greater than his lord; neither he that is sent greater than he that sent him.",18
John,13,17,"If ye know these things, happy are ye if ye do them.",30
John,13,18,"I speak not of you all: I know whom I have chosen: but that the scripture may be fulfilled, He that eateth bread with me hath lifted up his heel against me.",38
John,13,19,"Now I tell you before it come, that, when it is come to pass, ye may believe that I am he.",34
John,13,20,"Verily, verily, I say unto you, He that receiveth whomsoever I send receiveth me; and he that receiveth me receiveth him that sent me.",18
John,13,21,"Verily, verily, I say unto you, that one of you shall betray me.",18
John,13,26,"He it is, to whom I shall give a sop, when I have dipped it.",47
John,13,27,"That thou doest, do quickly.",17
John,13,31,"Now is the Son of man glorified, and God is glorified in him.",5
John,13,32,"If God be glorified in him, God shall also glorify him in himself, and shall straightway glorify him.",47
John,13,33,"Little children, yet a little while I am with you.",34
John,13,33,"Ye shall seek me: and as I said unto the Jews, Whither I go, ye cannot come; so now I say to you.",30
John,13,34,"A new commandment I give unto you, That ye love one another; as I have loved you, that ye also love one another.",30
John,13,35,"By this shall all men know that ye are my disciples, if ye have love one to another.",30
John,13,36,"Whither I go, thou canst not follow me now; but thou shalt follow me afterwards.",17
John,13,38,Wilt thou lay down thy life for my sake?,17
John,13,38,"Verily, verily, I say unto thee, The cock shall not crow, till thou hast denied me thrice.",18
John,14,1,"Let not your heart be troubled: ye believe in God, believe also in me.",10
John,14,2,"In my Father's house are many mansions: if it were not so, I would have told you.",30
John,14,2,I go to prepare a place for you.,30
John,14,3,"And if I go and prepare a place for you, I will come again, and receive you unto myself; that where I am, there ye may be also.",30
John,14,4,"And whither I go ye know, and the way ye know.",30
John,14,6,"I am the way, the truth, and the life: no man cometh unto the Father, but by me.",38
John,14,7,"If ye had known me, ye should have known my Father also: and from henceforth ye know him, and have seen him.",30
John,14,9,"Have I been so long time with you, and yet hast thou not known me, Philip?",17
John,14,9,"he that hath seen me hath seen the Father; and how sayest thou then, Shew us the Father?",38
John,14,10,"Believest thou not that I am in the Father, and the Father in me?",38
John,14,10,"the words that I speak unto you I speak not of myself: but the Father that dwelleth in me, he doeth the works.",38
John,14,11,"Believe me that I am in the Father, and the Father in me: or else believe me for the very works' sake.",38
John,14,12,"Verily, verily, I say unto you, He that believeth on me, the works that I do shall he do also; and greater works than these shall he do; because I go unto my Father.",18
John,14,13,"And whatsoever ye shall ask in my name, that will I do, that the Father may be glorified in the Son.",38
John,14,14,"If ye shall ask any thing in my name, I will do it.",30
John,14,15,"If ye love me, keep my commandments.",30
John,14,16,"And I will pray the Father, and he shall give you another Comforter, that he may abide with you for ever;",38
John,14,17,"Even the Spirit of truth; whom the world cannot receive, because it seeth him not, neither knoweth him: but ye know him; for he dwelleth with you, and shall be in you.",30
John,14,18,I will not leave you comfortless: I will come to you.,30
John,14,19,"Yet a little while, and the world seeth me no more; but ye see me: because I live, ye shall live also.",30
John,14,20,"At that day ye shall know that I am in my Father, and ye in me, and I in you.",38
John,14,21,"He that hath my commandments, and keepeth them, he it is that loveth me: and he that loveth me shall be loved of my Father, and I will love him, and will manifest myself to him.",38
John,14,23,"If a man love me, he will keep my words: and my Father will love him, and we will come unto him, and make our abode with him.",38
John,14,24,"He that loveth me not keepeth not my sayings: and the word which ye hear is not mine, but the Father's which sent me.",11
John,14,25,"These things have I spoken unto you, being yet present with you.",1
John,14,26,"But the Comforter, which is the Holy Ghost, whom the Father will send in my name, he shall teach you all things, and bring all things to your remembrance, whatsoever I have said unto you.",38
John,14,27,"Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you.",30
John,14,27,"Let not your heart be troubled, neither let it be afraid.",13
John,14,28,"Ye have heard how I said unto you, I go away, and come again unto you.",30
John,14,28,"If ye loved me, ye would rejoice, because I said, I go unto the Father: for my Father is greater than I.",38
John,14,29,"And now I have told you before it come to pass, that, when it is come to pass, ye might believe.",30
John,14,30,"Hereafter I will not talk much with you: for the prince of this world cometh, and hath nothing in me.",10
John,14,31,"But that the world may know that I love the Father; and as the Father gave me commandment, even so I do.",38
John,14,31,"Arise, let us go hence.",13
John,15,1,"I am the true vine, and my Father is the husbandman.",38
John,15,2,"Every branch in me that beareth not fruit he taketh away: and every branch that beareth fruit, he purgeth it, that it may bring forth more fruit.",49
John,15,3,Now ye are clean through the word which I have spoken unto you.,30
John,15,4,"Abide in me, and I in you.",38
John,15,4,"As the branch cannot bear fruit of itself, except it abide in the vine; no more can ye, except ye abide in me.",10
John,15,5,"I am the vine, ye are the branches: He that abideth in me, and I in him, the same bringeth forth much fruit: for without me ye can do nothing.",38
John,15,6,"If a man abide not in me, he is cast forth as a branch, and is withered; and men gather them, and cast them into the fire, and they are burned.",47
John,15,7,"If ye abide in me, and my words abide in you, ye shall ask what ye will, and it shall be done unto you.",30
John,15,8,"Herein is my Father glorified, that ye bear much fruit; so shall ye be my disciples.",30
John,15,9,"As the Father hath loved me, so have I loved you: continue ye in my love.",38
John,15,10,"If ye keep my commandments, ye shall abide in my love; even as I have kept my Father's commandments, and abide in his love.",30
John,15,11,"These things have I spoken unto you, that my joy might remain in you, and that your joy might be full.",1
John,15,12,"This is my commandment, That ye love one another, as I have loved you.",30
John,15,13,"Greater love hath no man than this, that a man lay down his life for his friends.",10
John,15,14,"Ye are my friends, if ye do whatsoever I command you.",30
John,15,15,Henceforth I call you not servants; for the servant knoweth not what his lord doeth: but I have called you friends; for all things that I have heard of my Father I have made known unto you.,38
John,15,16,"Ye have not chosen me, but I have chosen you, and ordained you, that ye should go and bring forth fruit, and that your fruit should remain: that whatsoever ye shall ask of the Father in my name, he may give it you.",30
John,15,17,"These things I command you, that ye love one another.",1
John,15,18,"If the world hate you, ye know that it hated me before it hated you.",30
John,15,19,"If ye were of the world, the world would love his own: but because ye are not of the world, but I have chosen you out of the world, therefore the world hateth you.",33
John,15,20,"Remember the word that I said unto you, The servant is not greater than his lord.",10
John,15,20,"If they have persecuted me, they will also persecute you; if they have kept my saying, they will keep yours also.",10
John,15,21,"But all these things will they do unto you for my name's sake, because they know not him that sent me.",11
John,15,22,"If I had not come and spoken unto them, they had not had sin: but now they have no cloak for their sin.",47
John,15,23,He that hateth me hateth my Father also.,38
John,15,24,"If I had not done among them the works which none other man did, they had not had sin: but now have they both seen and hated both me and my Father.",47
John,15,25,"But this cometh to pass, that the word might be fulfilled that is written in their law, They hated me without a cause.",10
John,15,26,"But when the Comforter is come, whom I will send unto you from the Father, even the Spirit of truth, which proceedeth from the Father, he shall testify of me:",38
